data,mm,uf
2015-01-03,0.0,SP
2015-01-04,0.0,SP
2015-01-04,7.8,SP
2015-01-04,0.4,SP
2015-01-04,0.4,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-04,1.6,SP
2015-01-04,0.0,SP
2015-01-04,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.2,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,0.0,SP
2015-01-05,3.2,SP
2015-01-05,0.4,SP
2015-01-05,1.6,SP
2015-01-05,0.4,SP
2015-01-05,0.0,SP
2015-01-06,0.6,SP
2015-01-06,0.8,SP
2015-01-06,0.6,SP
2015-01-06,0.2,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.2,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-06,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,3.8,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-07,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,0.0,SP
2015-01-08,3.8,SP
2015-01-08,12.6,SP
2015-01-08,3.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.2,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-09,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,0.0,SP
2015-01-10,11.0,SP
2015-01-10,13.0,SP
2015-01-10,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-11,3.8,SP
2015-01-11,0.0,SP
2015-01-11,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.4,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-12,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-13,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,0.0,SP
2015-01-14,14.4,SP
2015-01-14,1.0,SP
2015-01-14,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-15,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-16,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,2.2,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-17,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-18,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-19,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-20,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,1.2,SP
2015-01-21,0.2,SP
2015-01-21,3.6,SP
2015-01-21,0.6,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-21,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,1.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-22,0.4,SP
2015-01-22,0.6,SP
2015-01-22,1.6,SP
2015-01-22,0.2,SP
2015-01-22,0.0,SP
2015-01-22,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.2,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-23,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-24,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-25,0.0,SP
2015-01-26,0.0,SP
2015-01-26,0.0,SP
2015-01-26,0.8,SP
2015-01-26,0.2,SP
2015-01-26,0.0,SP
2015-01-26,0.0,SP
2015-01-26,0.6,SP
2015-01-26,1.2,SP
2015-01-26,2.4,SP
2015-01-26,0.2,SP
2015-01-26,0.4,SP
2015-01-26,0.0,SP
2015-01-26,0.0,SP
2015-01-26,0.2,SP
2015-01-26,0.0,SP
2015-01-26,0.0,SP
2015-01-26,0.0,SP
2015-01-26,0.0,SP
2015-01-26,0.0,SP
2015-01-26,0.0,SP
2015-01-26,4.6,SP
2015-01-26,0.0,SP
2015-01-26,0.2,SP
2015-01-26,3.0,SP
2015-01-27,2.2,SP
2015-01-27,0.6,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.2,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-27,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-28,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,2.4,SP
2015-01-29,5.2,SP
2015-01-29,0.4,SP
2015-01-29,0.0,SP
2015-01-29,0.2,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-29,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-30,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,0.0,SP
2015-01-31,12.0,SP
2015-01-31,0.2,SP
2015-01-31,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,0.0,SP
2015-02-01,3.8,SP
2015-02-01,0.2,SP
2015-02-01,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,4.6,SP
2015-02-02,1.8,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.2,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.8,SP
2015-02-02,27.6,SP
2015-02-02,3.8,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-02,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.4,SP
2015-02-03,5.2,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-03,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,2.4,SP
2015-02-04,3.6,SP
2015-02-04,1.4,SP
2015-02-04,1.2,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-04,1.8,SP
2015-02-04,1.0,SP
2015-02-04,0.0,SP
2015-02-04,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.2,SP
2015-02-05,0.0,SP
2015-02-05,0.6,SP
2015-02-05,0.4,SP
2015-02-05,0.2,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,0.0,SP
2015-02-05,6.0,SP
2015-02-05,0.2,SP
2015-02-05,0.2,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.2,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-06,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.2,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-07,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,0.0,SP
2015-02-08,2.8,SP
2015-02-08,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.6,SP
2015-02-09,0.4,SP
2015-02-09,0.0,SP
2015-02-09,0.2,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-09,0.0,SP
2015-02-10,0.0,SP
2015-02-10,1.0,SP
2015-02-10,1.2,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.2,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.0,SP
2015-02-10,0.6,SP
2015-02-10,0.0,SP
2015-02-10,6.6,SP
2015-02-10,0.6,SP
2015-02-10,0.2,SP
2015-02-10,0.2,SP
2015-02-10,0.0,SP
2015-02-10,0.6,SP
2015-02-11,1.4,SP
2015-02-11,2.0,SP
2015-02-11,1.4,SP
2015-02-11,0.4,SP
2015-02-11,0.4,SP
2015-02-11,0.0,SP
2015-02-11,0.0,SP
2015-02-11,0.0,SP
2015-02-11,0.0,SP
2015-02-11,0.0,SP
2015-02-11,0.0,SP
2015-02-11,0.0,SP
2015-02-11,0.0,SP
2015-02-11,0.0,SP
